"p_id","p_url","p_name","p_status","p_brand","p_system","p_addtime","jd_price","p_weight","p_network","p_color","p_CPU","p_screenSize","p_place","p_special","p_tags","p_comment"
1058080,"http://item.jd.com/1058080.html","中兴U889","1","中兴（ZTE）","Android","2014-02-17 09:50:23",599,290,"双卡,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","","5.5-5.0英寸","中国大陆","","屏幕大(6)
外观漂亮(6)
支持国产机(5)
反应快(4)
性价比高(4)
系统流畅(4)
信号稳定(3)
比较一般(3)
通话质量好(2)
软件也不错(2)","全部评价(22)
好评(17)
中评(3)
差评(2)
有晒单(2)"
1065769845,"http://item.jd.com/1065769845.html","乐派 V7 联通3G手机（白） WC...","1","","Android","2013-12-23 09:32:09",1298,250,"联通3G（WCDMA）","白色","","5.6英寸及以上","","拍照神器","屏幕大(22)
性价比高(18)
系统流畅(17)
外观漂亮(16)
支持国产机(16)
功能齐全(12)
分辨率高(11)
信号稳定(11)
反应快(10)
通话质量好(9)","全部评价(68)
好评(64)
中评(3)
差评(1)
有晒单(16)"
900322,"http://item.jd.com/900322.html","HIKe818","1","HIKe","Android","2013-06-03 14:00:03",799,388,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","白色","","5.5-5.0英寸","中国大陆","美颜自拍","屏幕大(67)
性价比高(55)
支持国产机(55)
外观漂亮(43)
系统流畅(42)
功能齐全(39)
照相不错(38)
反应快(26)
通话质量好(23)
软件也不错(22)","全部评价(509)
好评(462)
中评(34)
差评(13)
有晒单(70)"
947013,"http://item.jd.com/947013.html","酷派5950","1","酷派（Coolpad）","Android","2013-11-28 18:44:38",1199,410,"电信3G（CDMA2000）,双模（电信＋移动/联通2G）,移动2G/联通2G（GSM）","白色","四核CPU","5.5-5.0英寸","中国大陆","“0”元购机","屏幕大(131)
性价比高(112)
支持国产机(100)
外观漂亮(75)
功能齐全(71)
系统流畅(56)
字体大(52)
信号稳定(46)
反应快(40)
通话质量好(36)","全部评价(400)
好评(366)
中评(18)
差评(16)
有晒单(22)"
658275,"http://item.jd.com/658275.html","飞利浦X130","1","飞利浦（PHILIPS）","其它","2014-01-14 17:35:31",315,236,"双卡,移动2G/联通2G（GSM）","其它","","2.0英寸以下","中国大陆","长待机","待机时间长(303)
电池耐用(294)
性价比高(179)
通话质量好(158)
信号稳定(112)
音质好(80)
外观漂亮(76)
字体大(74)
铃声大(72)
支持国产机(54)","全部评价(2462)
好评(2267)
中评(150)
差评(45)
有晒单(55)"
816448,"http://item.jd.com/816448.html","三星N7100","1","三星（SAMSUNG）","Android","2013-02-27 11:02:23",3499,200,"联通3G（WCDMA）,移动2G/联通2G（GSM）","粉色","","5.5-5.0英寸","中国大陆","","屏幕大(272)
外观漂亮(262)
系统流畅(168)
功能齐全(159)
照相不错(143)
反应快(130)
性价比高(121)
分辨率高(101)
通话质量好(87)
音质好(81)","全部评价(2595)
好评(2454)
中评(79)
差评(62)
有晒单(128)"
378480,"http://item.jd.com/378480.html","飞利浦X713","1","飞利浦（PHILIPS）","其它","2013-12-03 11:31:16",399,425,"双卡,移动2G/联通2G（GSM）","","","","中国大陆","","电池耐用(22)
外观漂亮(17)
待机时间长(17)
信号稳定(13)
铃声大(12)
字体大(11)
性价比高(9)
屏幕大(9)
通话质量好(9)
音质好(8)","全部评价(98)
好评(83)
中评(9)
差评(6)
有晒单(8)"
1056960,"http://item.jd.com/1056960.html","中兴L530g","1","中兴（ZTE）","","2014-01-17 18:51:01",199,240,"移动2G/联通2G（GSM）","黑色","","3.0英寸及以下","中国大陆","","字体大(35)
支持国产机(32)
铃声大(30)
性价比高(24)
屏幕大(17)
待机时间长(16)
通话质量好(15)
电池耐用(14)
音质好(14)
信号稳定(14)","全部评价(124)
好评(118)
中评(5)
差评(1)
有晒单(6)"
974225,"http://item.jd.com/974225.html","联想A375e","1","联想","Android","2013-09-12 17:56:26",449,276,"电信2G（CDMA）,电信3G（CDMA2000）,双卡,双模（电信＋移动/联通2G）,移动2G/联通2G（GSM）","黑色","","4.0-3.1英寸","中国大陆","","性价比高(46)
支持国产机(38)
信号稳定(27)
比较一般(23)
外观漂亮(22)
通话质量好(18)
屏幕大(17)
功能齐全(15)
系统流畅(15)
字体大(15)","全部评价(243)
好评(200)
中评(30)
差评(13)
有晒单(8)"
969561,"http://item.jd.com/969561.html","SUGARSS129","1","SUGAR","Android","2013-10-14 15:41:55",3288,1220,"联通3G（WCDMA）,移动2G/联通2G（GSM）","粉色","","5.5-5.0英寸","中国大陆","1080P全高清屏,美颜自拍,拍照神器","外观漂亮(59)
屏幕大(34)
照相不错(31)
后盖很漂亮(30)
功能齐全(26)
反应快(23)
系统流畅(22)
支持国产机(19)
性价比高(19)
软件也不错(13)","全部评价(160)
好评(153)
中评(3)
差评(4)
有晒单(60)"
1002516,"http://item.jd.com/1002516.html","德赛M399","1","德赛（DESAY）","其它","2013-11-06 11:08:08",99,212,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","红色","","3.0英寸及以下","中国大陆","长待机,老人手机,直板键盘","字体大(175)
铃声大(170)
性价比高(166)
支持国产机(161)
通话质量好(126)
外观漂亮(112)
待机时间长(93)
信号稳定(93)
电池耐用(89)
音质好(72)","全部评价(1000)
好评(885)
中评(81)
差评(34)
有晒单(33)"
1041952,"http://item.jd.com/1041952.html","海信E820A","1","海信（Hisense）","Android","2014-02-18 09:59:05",299,200,"电信2G（CDMA）,电信3G（CDMA2000）","白色","","4.0-3.1英寸","中国大陆","","支持国产机(14)
性价比高(13)
铃声大(9)
外观漂亮(8)
通话质量好(7)
反应快(5)
功能齐全(5)
信号稳定(4)
系统流畅(3)
音质好(3)","全部评价(57)
好评(53)
中评(2)
差评(2)
有晒单(1)"
1056961,"http://item.jd.com/1056961.html","中兴U968","1","中兴（ZTE）","Android","2014-02-17 11:05:07",799,344,"双卡,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","","5.5-5.0英寸","中国大陆","","屏幕大(4)
反应快(4)
分辨率高(3)
性价比高(3)
外观漂亮(3)
支持国产机(3)
功能齐全(3)
照相不错(2)
通话质量好(2)
软件也不错(1)","全部评价(12)
好评(10)
中评(2)
差评(0)
有晒单(2)"
963098,"http://item.jd.com/963098.html","SUGARSS129","1","SUGAR","Android","2013-09-29 11:47:31",3288,1220,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","","5.5-5.0英寸","中国大陆","1080P全高清屏,美颜自拍,拍照神器","外观漂亮(69)
屏幕大(53)
照相不错(51)
分辨率高(42)
后盖很漂亮(34)
性价比高(30)
反应快(30)
系统流畅(29)
功能齐全(27)
音质好(25)","全部评价(249)
好评(237)
中评(9)
差评(3)
有晒单(93)"
1051114952,"http://item.jd.com/1051114952.html","21克 MC001 GSM简单老人手机 ...","1","","其它","2013-12-03 13:46:55",429,350,"移动2G/联通2G（GSM）","黑色","","4.0-3.1英寸","中国大陆","老人手机","字体大(172)
铃声大(108)
支持国产机(106)
性价比高(105)
外观漂亮(85)
屏幕大(78)
通话质量好(70)
系统流畅(64)
待机时间长(63)
功能齐全(53)","全部评价(441)
好评(434)
中评(6)
差评(1)
有晒单(27)"
1060530,"http://item.jd.com/1060530.html","三星G3502I","1","三星（SAMSUNG）","Android","2014-02-19 17:43:09",888,250,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","黑色","","4.9-4.1英寸","中国大陆","","信号稳定(2)
通话质量好(2)
外观漂亮(2)
铃声大(1)
性价比高(1)
字体大(1)
反应快(1)
功能齐全(1)","全部评价(6)
好评(6)
中评(0)
差评(0)
有晒单(1)"
921889,"http://item.jd.com/921889.html","HIKe808","1","HIKe","Android","2013-07-15 14:19:37",699,340,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","红色","","4.9-4.1英寸","中国大陆","拍照神器","外观漂亮(15)
支持国产机(14)
分辨率高(14)
照相不错(11)
性价比高(11)
屏幕大(10)
反应快(8)
系统流畅(7)
功能齐全(6)
软件也不错(5)","全部评价(67)
好评(55)
中评(7)
差评(5)
有晒单(9)"
968191,"http://item.jd.com/968191.html","索尼Xperia Z Ultra XL39h","1","索尼（SONY）","Android","2014-02-21 18:24:41",3999,600,"联通3G（WCDMA）,移动2G/联通2G（GSM）","紫色","","5.5-5.0英寸,5.6英寸及以上","中国大陆","防水,拍照神器,支持NFC","屏幕大(10)
外观漂亮(9)
性价比高(7)
系统流畅(6)
软件也不错(5)
照相不错(4)
待机时间长(4)
分辨率高(4)
信号稳定(3)
音质好(3)","全部评价(40)
好评(36)
中评(2)
差评(2)
有晒单(2)"
892914,"http://item.jd.com/892914.html","朵唯S1","1","朵唯（DOOV）","Android","2013-05-24 16:04:00",1368,342,"双卡,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","四核CPU","4.9-4.1英寸","中国大陆","女性手机,拍照神器","支持国产机(53)
外观漂亮(51)
照相不错(50)
屏幕大(33)
后盖很漂亮(30)
分辨率高(26)
性价比高(23)
系统流畅(21)
信号稳定(21)
功能齐全(20)","全部评价(377)
好评(330)
中评(28)
差评(19)
有晒单(13)"
984383,"http://item.jd.com/984383.html","HTCButterfly s","1","HTC","Android","2013-10-10 17:23:26",3288,360,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","黑色","","5.5-5.0英寸","中国大陆","1080P全高清屏","分辨率高(14)
外观漂亮(10)
系统流畅(9)
通话质量好(9)
音质好(8)
功能齐全(7)
反应快(7)
后盖很漂亮(6)
屏幕大(6)
信号稳定(4)","全部评价(47)
好评(46)
中评(1)
差评(0)
有晒单(6)"
945546,"http://item.jd.com/945546.html","美图MeituKiss","1","美图（Meitu）","Android","2013-11-01 09:05:40",1999,400,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","四核CPU","4.9-4.1英寸","中国大陆","美颜自拍","照相不错(35)
外观漂亮(25)
支持国产机(21)
屏幕大(13)
分辨率高(13)
系统流畅(12)
比较一般(12)
性价比高(11)
功能齐全(11)
软件也不错(8)","全部评价(264)
好评(235)
中评(20)
差评(9)
有晒单(34)"
945007,"http://item.jd.com/945007.html","美图MeituKiss","1","美图（Meitu）","Android","2013-11-01 09:05:27",1999,394,"联通3G（WCDMA）,移动2G/联通2G（GSM）","粉色","四核CPU","4.9-4.1英寸","中国大陆","美颜自拍","照相不错(45)
外观漂亮(40)
支持国产机(23)
功能齐全(22)
屏幕大(16)
性价比高(16)
比较一般(16)
系统流畅(15)
后盖很漂亮(11)
通话质量好(10)","全部评价(366)
好评(327)
中评(26)
差评(13)
有晒单(44)"
988154,"http://item.jd.com/988154.html","金立ELIFE E6T","1","金立（Gionee）","Android","2013-10-16 14:09:57",2299,410,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","","5.5-5.0英寸","中国大陆","拍照神器","支持国产机(22)
外观漂亮(21)
照相不错(19)
分辨率高(17)
系统流畅(15)
性价比高(14)
屏幕大(13)
反应快(11)
功能齐全(10)
通话质量好(8)","全部评价(91)
好评(83)
中评(8)
差评(0)
有晒单(8)"
860347,"http://item.jd.com/860347.html","金立GN878","1","金立（Gionee）","Android","2013-06-09 09:58:19",1299,390,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","黑色","四核CPU","4.9-4.1英寸","中国大陆","长待机","支持国产机(10)
分辨率高(5)
屏幕大(5)
照相不错(5)
音质好(4)
外观漂亮(4)
字体大(3)
系统流畅(3)
信号稳定(3)
功能齐全(3)","全部评价(33)
好评(30)
中评(3)
差评(0)
有晒单(3)"
1010734,"http://item.jd.com/1010734.html","诺基亚502","1","诺基亚（NOKIA）","其它","2013-11-19 11:27:59",599,248,"移动2G/联通2G（GSM）","黄色","","3.0英寸及以下","中国大陆","","外观漂亮(25)
电池耐用(21)
待机时间长(19)
后盖很漂亮(17)
系统流畅(15)
通话质量好(13)
性价比高(13)
信号稳定(11)
比较一般(9)
字体大(6)","全部评价(101)
好评(87)
中评(13)
差评(1)
有晒单(11)"
1046103,"http://item.jd.com/1046103.html","诺基亚301","1","诺基亚（NOKIA）","其它","2014-02-17 14:29:13",549,230,"联通3G（WCDMA）,移动2G/联通2G（GSM）","红色","","","中国大陆","","外观漂亮(6)
通话质量好(4)
后盖很漂亮(3)
性价比高(3)
铃声大(1)
信号稳定(1)
反应快(1)
待机时间长(1)
音质好(1)","全部评价(20)
好评(16)
中评(0)
差评(4)
有晒单(2)"
964408,"http://item.jd.com/964408.html","纽曼K2","1","纽曼（Newsmy）","","2014-02-21 09:51:18",1099,432,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","四核CPU","5.5-5.0英寸","中国大陆","1080P全高清屏","支持国产机(31)
屏幕大(25)
性价比高(24)
外观漂亮(20)
分辨率高(17)
电池耐用(16)
功能齐全(16)
待机时间长(15)
系统流畅(12)
反应快(10)","全部评价(481)
好评(412)
中评(46)
差评(23)
有晒单(94)"
998812,"http://item.jd.com/998812.html","三星G3502","1","三星（SAMSUNG）","Android","2013-12-02 11:59:18",988,260,"联通3G（WCDMA）,移动2G/联通2G（GSM）","粉色","","4.9-4.1英寸","中国大陆","","外观漂亮(56)
功能齐全(30)
性价比高(29)
后盖很漂亮(26)
通话质量好(21)
系统流畅(20)
屏幕大(19)
信号稳定(16)
音质好(14)
反应快(11)","全部评价(178)
好评(164)
中评(10)
差评(4)
有晒单(11)"
1009338,"http://item.jd.com/1009338.html","金立ELIFE E7","1","金立（Gionee）","Android","2014-01-08 15:40:37",3199,460,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","","5.5-5.0英寸","中国大陆","拍照神器","屏幕大(8)
照相不错(8)
系统流畅(7)
分辨率高(7)
反应快(7)
外观漂亮(7)
功能齐全(5)
支持国产机(4)
通话质量好(4)
信号稳定(4)","全部评价(32)
好评(30)
中评(1)
差评(1)
有晒单(7)"
983432,"http://item.jd.com/983432.html","美图MeituKiss","1","美图（Meitu）","Android","2013-11-01 09:04:17",1999,396,"联通3G（WCDMA）,移动2G/联通2G（GSM）","红色","","4.9-4.1英寸","中国大陆","美颜自拍","照相不错(17)
外观漂亮(8)
功能齐全(8)
支持国产机(6)
信号稳定(5)
待机时间长(5)
系统流畅(4)
分辨率高(4)
性价比高(4)
音质好(3)","全部评价(59)
好评(54)
中评(1)
差评(4)
有晒单(2)"
1025412021,"http://item.jd.com/1025412021.html","中诺(CHINO-E) T200（黑色）...","1","","其它","2013-11-22 21:29:30",99,100,"移动2G/联通2G（GSM）","黑色","","3.0英寸及以下","中国大陆","老人手机","铃声大(398)
支持国产机(396)
字体大(387)
性价比高(387)
电池耐用(316)
待机时间长(311)
通话质量好(251)
信号稳定(234)
外观漂亮(176)
音质好(160)","全部评价(2020)
好评(1874)
中评(112)
差评(34)
有晒单(44)"
1062248350,"http://item.jd.com/1062248350.html","NUU NU3 联通3G手机GSM/WC...","1","","Android","2013-12-19 11:27:40",1290,350,"双卡","黑色","","4.9-4.1英寸","中国大陆","美颜自拍","外观漂亮(6)
性价比高(5)
后盖很漂亮(4)
支持国产机(4)
信号稳定(4)
系统流畅(4)
屏幕大(3)
分辨率高(3)
通话质量好(3)
照相不错(3)","全部评价(63)
好评(58)
中评(4)
差评(1)
有晒单(29)"
903733,"http://item.jd.com/903733.html","康佳V981","1","康佳（KONKA）","Android","2013-06-04 14:33:13",999,668,"双卡,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","四核CPU","4.9-4.1英寸","中国大陆","拍照神器,商务手机","支持国产机(95)
性价比高(83)
分辨率高(62)
照相不错(59)
屏幕大(59)
外观漂亮(57)
功能齐全(54)
系统流畅(54)
通话质量好(41)
反应快(36)","全部评价(507)
好评(448)
中评(45)
差评(14)
有晒单(41)"
1069129315,"http://item.jd.com/1069129315.html","爱我 lovme-X18 移动3G手机 ...","1","","Android","2014-02-14 11:40:39",899,162,"移动3G（TD-SCDMA）","黑色","","5.5-5.0英寸","","1080P全高清屏","性价比高(18)
系统流畅(16)
外观漂亮(16)
信号稳定(15)
屏幕大(14)
支持国产机(10)
通话质量好(10)
功能齐全(9)
音质好(9)
后盖很漂亮(8)","全部评价(114)
好评(103)
中评(7)
差评(4)
有晒单(8)"
967013,"http://item.jd.com/967013.html","TCLS950","1","TCL","Android","2013-08-29 16:24:31",1699,380,"联通3G（WCDMA）,移动2G/联通2G（GSM）","红色","四核CPU","5.5-5.0英寸","中国大陆","1080P全高清屏","外观漂亮(15)
分辨率高(10)
性价比高(10)
照相不错(9)
支持国产机(9)
后盖很漂亮(7)
功能齐全(7)
系统流畅(6)
反应快(6)
软件也不错(5)","全部评价(168)
好评(141)
中评(11)
差评(16)
有晒单(13)"
905586,"http://item.jd.com/905586.html","华为G606-T00","1","华为（HUAWEI）","Android","2014-02-26 18:45:07",599,346,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","","5.5-5.0英寸","中国大陆","","屏幕大(802)
支持国产机(789)
外观漂亮(681)
性价比高(622)
功能齐全(393)
字体大(294)
通话质量好(293)
系统流畅(273)
后盖很漂亮(253)
信号稳定(239)","全部评价(3379)
好评(2982)
中评(250)
差评(147)
有晒单(101)"
968190,"http://item.jd.com/968190.html","索尼XL39h","1","索尼（SONY）","Android","2014-02-21 18:25:10",3999,600,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","","5.6英寸及以上","中国大陆","防水,拍照神器,支持NFC","屏幕大(11)
分辨率高(8)
外观漂亮(8)
反应快(4)
系统流畅(4)
功能齐全(4)
性价比高(3)
音质好(2)
后盖很漂亮(2)
通话质量好(2)","全部评价(40)
好评(37)
中评(2)
差评(1)
有晒单(2)"
969634,"http://item.jd.com/969634.html","koobeei96t","1","酷比（koobee）","Android","2013-09-09 14:11:28",999,378,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","四核CPU","4.9-4.1英寸","中国大陆","3G视频通话,拍照神器,双卡机","支持国产机(14)
性价比高(14)
外观漂亮(11)
屏幕大(8)
系统流畅(7)
音质好(7)
分辨率高(7)
功能齐全(6)
比较一般(5)
软件也不错(4)","全部评价(69)
好评(59)
中评(7)
差评(3)
有晒单(4)"
975897,"http://item.jd.com/975897.html","苹果iPhone 5s","1","苹果（Apple）","iOS","2013-09-16 16:57:19",5299,350,"联通3G（WCDMA）,移动2G/联通2G（GSM）","灰色","","4.0-3.1英寸","中国大陆","“0”元购机","系统流畅(55)
外观漂亮(51)
反应快(41)
性价比高(40)
功能齐全(39)
分辨率高(34)
照相不错(29)
通话质量好(27)
音质好(25)
软件也不错(23)","全部评价(442)
好评(420)
中评(12)
差评(10)
有晒单(22)"
1062615097,"http://item.jd.com/1062615097.html","易丰 E29C 电信3G CDMA200...","1","","其它","2014-02-16 13:06:30",166,100,"电信3G（CDMA2000）","黑色","","3.0英寸及以下","中国大陆","老人手机","铃声大(60)
支持国产机(45)
性价比高(44)
待机时间长(32)
通话质量好(28)
比较一般(27)
电池耐用(26)
屏幕大(22)
信号稳定(22)
音质好(21)","全部评价(263)
好评(219)
中评(34)
差评(10)
有晒单(6)"
1033806337,"http://item.jd.com/1033806337.html","MANN ZUG 3 联通3G手机WCD...","1","","Android","2014-01-20 17:05:40",1198,480,"联通3G（WCDMA）","其它","","4.0-3.1英寸","","防水","支持国产机(42)
外观漂亮(35)
性价比高(31)
功能齐全(26)
信号稳定(24)
电池耐用(22)
待机时间长(21)
屏幕大(20)
反应快(17)
系统流畅(16)","全部评价(507)
好评(465)
中评(28)
差评(14)
有晒单(53)"
917130,"http://item.jd.com/917130.html","天语C666T","1","天语（K-Touch）","Android","2013-08-09 15:32:13",199,228,"双卡,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","黑色","单核1GHz及以上CPU","3.1-3.5英寸","中国大陆","","支持国产机(360)
性价比高(334)
比较一般(201)
功能齐全(196)
信号稳定(147)
外观漂亮(140)
通话质量好(138)
铃声大(127)
系统流畅(114)
待机时间长(84)","全部评价(1688)
好评(1393)
中评(216)
差评(79)
有晒单(60)"
975853,"http://item.jd.com/975853.html","三星Note 3","1","三星（SAMSUNG）","","2014-01-03 13:50:39",5199,440,"联通3G（WCDMA）,移动2G/联通2G（GSM）","白色","","5.6英寸及以上","中国大陆","“0”元购机,1080P全高清屏,拍照神器,支持NFC","功能齐全(11)
外观漂亮(11)
反应快(9)
照相不错(9)
分辨率高(9)
屏幕大(8)
通话质量好(5)
后盖很漂亮(5)
系统流畅(5)
性价比高(4)","全部评价(71)
好评(71)
中评(0)
差评(0)
有晒单(3)"
1026315,"http://item.jd.com/1026315.html","TCLJ926T","1","TCL","Android","2013-12-12 16:30:19",999,372,"双卡,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","白色","","5.5-5.0英寸","中国大陆","","屏幕大(9)
支持国产机(6)
反应快(5)
外观漂亮(5)
分辨率高(4)
音质好(4)
性价比高(3)
比较一般(3)
通话质量好(2)
照相不错(2)","全部评价(19)
好评(18)
中评(0)
差评(1)
有晒单(4)"
1046090,"http://item.jd.com/1046090.html","诺基亚301","1","诺基亚（NOKIA）","其它","2014-02-17 14:29:00",549,230,"联通3G（WCDMA）,移动2G/联通2G（GSM）","蓝色","","","中国大陆","","外观漂亮(5)
铃声大(5)
照相不错(4)
系统流畅(4)
支持国产机(3)
待机时间长(3)
比较一般(3)
通话质量好(3)
信号稳定(2)
性价比高(2)","全部评价(28)
好评(21)
中评(5)
差评(2)
有晒单(3)"
1010737,"http://item.jd.com/1010737.html","诺基亚502","1","诺基亚（NOKIA）","其它","2013-11-19 11:28:20",599,248,"移动2G/联通2G（GSM）","红色","","3.0英寸及以下","中国大陆","","外观漂亮(19)
性价比高(14)
电池耐用(14)
通话质量好(14)
待机时间长(14)
后盖很漂亮(14)
比较一般(11)
信号稳定(9)
功能齐全(9)
系统流畅(7)","全部评价(100)
好评(82)
中评(16)
差评(2)
有晒单(6)"
1052369078,"http://item.jd.com/1052369078.html","科铭A75-F633 GSM 翻盖老人手...","1","","其它","2014-03-01 19:03:30",149,300,"双卡","黑色","","3.0英寸及以下","","老人手机","字体大(117)
外观漂亮(108)
铃声大(91)
性价比高(85)
支持国产机(78)
屏幕大(52)
通话质量好(50)
比较一般(46)
待机时间长(40)
音质好(35)","全部评价(863)
好评(734)
中评(83)
差评(46)
有晒单(21)"
1058113,"http://item.jd.com/1058113.html","派信ZDR I99","1","派信（PISIN）","Android","2014-01-26 13:55:30",599,350,"联通3G（WCDMA）,双卡,移动2G/联通2G（GSM）","白色","","5.5-5.0英寸","中国大陆","","屏幕大(19)
字体大(16)
功能齐全(13)
性价比高(12)
铃声大(11)
电池耐用(11)
通话质量好(10)
支持国产机(9)
软件也不错(9)
分辨率高(9)","全部评价(47)
好评(46)
中评(1)
差评(0)
有晒单(1)"
1009335,"http://item.jd.com/1009335.html","金立ELIFE E7","1","金立（Gionee）","Android","2013-11-27 08:40:47",3199,492,"联通3G（WCDMA）,移动2G/联通2G（GSM）","黑色","","5.5-5.0英寸","中国大陆","拍照神器","系统流畅(40)
照相不错(37)
支持国产机(32)
屏幕大(30)
分辨率高(27)
反应快(27)
音质好(22)
通话质量好(19)
功能齐全(19)
软件也不错(18)","全部评价(128)
好评(123)
中评(2)
差评(3)
有晒单(21)"
1035944,"http://item.jd.com/1035944.html","酷比MAX X7T","1","酷比（koobee）","","2014-01-02 16:22:52",1199,500,"双卡,移动2G/联通2G（GSM）,移动3G（TD-SCDMA）","其它","","","中国大陆","","支持国产机(9)
反应快(5)
外观漂亮(5)
信号稳定(4)
功能齐全(3)
系统流畅(3)
性价比高(3)
照相不错(3)
音质好(3)
屏幕大(3)","全部评价(27)
好评(22)
中评(2)
差评(3)
有晒单(5)"
1059571,"http://item.jd.com/1059571.html","金立V185","1","金立（Gionee）","","2014-02-07 18:41:22",1299,10,"双卡,移动3G（TD-SCDMA）","白色","","","中国大陆","","性价比高(3)
电池耐用(3)
反应快(1)
照相不错(1)
音质好(1)
比较一般(1)
待机时间长(1)
支持国产机(1)","全部评价(5)
好评(5)
中评(0)
差评(0)
有晒单(0)"
1037908075,"http://item.jd.com/1037908075.html","乐派 A8P 平板电脑 联通3G手机...","1","","Android","2013-11-25 11:42:50",1098,323,"联通3G（WCDMA）","白色","","5.6英寸及以上","","拍照神器","支持国产机(57)
性价比高(49)
外观漂亮(46)
屏幕大(44)
功能齐全(30)
反应快(27)
分辨率高(24)
电池耐用(22)
字体大(22)
后盖很漂亮(21)","全部评价(203)
好评(186)
中评(16)
差评(1)
有晒单(31)"
1031801619,"http://item.jd.com/1031801619.html","金圣达 E4000 GSM 老人手机 双...","1","","其它","2013-11-23 17:32:41",68,180,"移动2G/联通2G（GSM）","黑色","","3.0英寸及以下","中国大陆","老人手机","铃声大(82)
性价比高(75)
支持国产机(66)
字体大(65)
外观漂亮(62)
通话质量好(52)
待机时间长(45)
电池耐用(36)
音质好(30)
信号稳定(28)","全部评价(1247)
好评(1131)
中评(83)
差评(33)
有晒单(52)"
931717,"http://item.jd.com/931717.html","东信EG520","1","东信","其它","2013-11-08 18:20:04",399,268,"移动2G/联通2G（GSM）","白色","","2.1-2.5英寸","中国大陆","老人手机","字体大(230)
铃声大(195)
外观漂亮(147)
支持国产机(128)
性价比高(123)
屏幕大(115)
通话质量好(106)
功能齐全(91)
待机时间长(75)
音质好(71)","全部评价(763)
好评(690)
中评(37)
差评(36)
有晒单(17)"
1027196,"http://item.jd.com/1027196.html","海信X6T","1","海信（Hisense）","Android","2013-12-31 13:57:22",1828,380,"移动2G/联通2G（GSM）,移动3G（TD-SCDMA）,移动4G（TD-LTE ）","黑色","","5.5-5.0英寸","中国大陆","拍照神器","功能齐全(6)
比较一般(5)
外观漂亮(3)
屏幕大(3)
支持国产机(3)
照相不错(2)
系统流畅(2)
分辨率高(2)
性价比高(2)
通话质量好(2)","全部评价(24)
好评(19)
中评(3)
差评(2)
有晒单(2)"
1062653027,"http://item.jd.com/1062653027.html","智吉E609 GSM 老人手机 红色 官...","1","","其它","2013-12-05 09:05:30",168,500,"移动2G/联通2G（GSM）","红色","","3.0英寸及以下","中国大陆","老人手机","字体大(61)
铃声大(51)
外观漂亮(42)
屏幕大(39)
性价比高(35)
待机时间长(34)
支持国产机(31)
通话质量好(31)
音质好(29)
电池耐用(22)","全部评价(403)
好评(376)
中评(18)
差评(9)
有晒单(14)"
1062269911,"http://item.jd.com/1062269911.html","奥克斯 i6T 3G手机 TD-SCDM...","1","","Android","2013-12-09 10:33:50",999,140,"移动3G（TD-SCDMA）","白色","","4.9-4.1英寸","中国大陆","美颜自拍","外观漂亮(11)
性价比高(9)
后盖很漂亮(8)
屏幕大(8)
功能齐全(8)
信号稳定(8)
支持国产机(8)
分辨率高(7)
通话质量好(7)
照相不错(6)","全部评价(178)
好评(169)
中评(8)
差评(1)
有晒单(64)"
557673,"http://item.jd.com/557673.html","中兴V880+","1","中兴（ZTE）","Android","2013-12-19 18:24:44",299,412,"联通3G（WCDMA）","","单核1GHz以下CPU","3.1-3.5英寸","中国大陆","购机送话费","支持国产机(40)
性价比高(31)
比较一般(20)
功能齐全(20)
通话质量好(13)
信号稳定(13)
外观漂亮(11)
分辨率高(10)
待机时间长(10)
系统流畅(9)","全部评价(6631)
好评(5928)
中评(587)
差评(116)
有晒单(137)"
1041229,"http://item.jd.com/1041229.html","联想A300T","1","联想","Android","2014-01-16 09:24:31",269,260,"移动3G（TD-SCDMA）","黑色","","4.0-3.1英寸","中国大陆","","支持国产机(9)
性价比高(8)
比较一般(5)
通话质量好(5)
功能齐全(5)
音质好(4)
信号稳定(3)
屏幕大(3)
外观漂亮(3)
系统流畅(3)","全部评价(38)
好评(31)
中评(4)
差评(3)
有晒单(2)"
